user_id,shift,role_group,cluster_id,assigned_at
PVV3999,Day,operations,1,2026-06-05T07:40:54.261158+00:00
QAS1692,Day,operations,1,2026-06-05T07:40:54.261158+00:00
QBR2250,Day,operations,3,2026-06-05T07:40:54.261158+00:00
QFP3467,Day,operations,1,2026-06-05T07:40:54.261158+00:00
QGS3009,Day,operations,0,2026-06-05T07:40:54.261158+00:00
QJO1715,Day,operations,3,2026-06-05T07:40:54.261158+00:00
QLW2245,Day,operations,0,2026-06-05T07:40:54.261158+00:00
QNW0977,Day,operations,0,2026-06-05T07:40:54.261158+00:00
QSB1577,Day,operations,3,2026-06-05T07:40:54.261158+00:00
QXH0396,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RAH1514,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RAS3446,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RCB2645,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RCT1697,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RCW3692,Day,operations,2,2026-06-05T07:40:54.261158+00:00
RDA3381,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RFJ2193,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RFS1633,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RFS2923,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RGB1581,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RGR0706,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RIB1582,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RIK1631,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RJF3299,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RJG2239,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RJG3325,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RJM3957,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RJS3479,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RKH1569,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RMC2177,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RMR0341,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RRM2175,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RRS2359,Day,operations,1,2026-06-05T07:40:54.261158+00:00
RSE2181,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RSG2931,Day,operations,0,2026-06-05T07:40:54.261158+00:00
RSJ0891,Day,operations,2,2026-06-05T07:40:54.261158+00:00
RTW2758,Day,operations,2,2026-06-05T07:40:54.261158+00:00
RWS3699,Day,operations,3,2026-06-05T07:40:54.261158+00:00
RXG1504,Day,operations,2,2026-06-05T07:40:54.261158+00:00
SAB2761,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SAB3286,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SAH2292,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SAP2173,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SAP3390,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SAR1883,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SAT3766,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SAV3457,Day,operations,1,2026-06-05T07:40:54.261158+00:00
SBG3983,Day,operations,1,2026-06-05T07:40:54.261158+00:00
SBH3683,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SCB2814,Day,operations,1,2026-06-05T07:40:54.261158+00:00
SCM3407,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SCM3950,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SDN2932,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SED0972,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SFM2226,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SGB1636,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SGP2174,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SHH0970,Day,operations,1,2026-06-05T07:40:54.261158+00:00
SIP2293,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SIP2907,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SJB2984,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SJG1510,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SJH0945,Day,operations,2,2026-06-05T07:40:54.261158+00:00
SKG1731,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SLD1639,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SLS2992,Day,operations,2,2026-06-05T07:40:54.261158+00:00
SLV2969,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SOM2865,Day,operations,3,2026-06-05T07:40:54.261158+00:00
SSA0346,Day,operations,2,2026-06-05T07:40:54.261158+00:00
SSA0389,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SVM3947,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SWG2200,Day,operations,0,2026-06-05T07:40:54.261158+00:00
SZC2235,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TAE1559,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TAH0933,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TBK2860,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TBM0932,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TBS3382,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TCH2233,Day,operations,2,2026-06-05T07:40:54.261158+00:00
TCN1687,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TDK1689,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TDM2859,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TEC2300,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TJM3340,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TJP2817,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TKE3293,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TMC3659,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TMV0868,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TPS1568,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TRS3323,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TRV2966,Day,operations,3,2026-06-05T07:40:54.261158+00:00
TTD2873,Day,operations,0,2026-06-05T07:40:54.261158+00:00
TTF2920,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TVC2918,Day,operations,1,2026-06-05T07:40:54.261158+00:00
TWM2199,Day,operations,2,2026-06-05T07:40:54.261158+00:00
UAH3940,Day,operations,2,2026-06-05T07:40:54.261158+00:00
UCS3454,Day,operations,1,2026-06-05T07:40:54.261158+00:00
UMH1532,Day,operations,0,2026-06-05T07:40:54.261158+00:00
URC3818,Day,operations,1,2026-06-05T07:40:54.261158+00:00
UWB0395,Day,operations,2,2026-06-05T07:40:54.261158+00:00
VAB1526,Day,operations,0,2026-06-05T07:40:54.261158+00:00
VBN0984,Day,operations,2,2026-06-05T07:40:54.261158+00:00
VCF3273,Day,operations,3,2026-06-05T07:40:54.261158+00:00
VCH3696,Day,operations,3,2026-06-05T07:40:54.261158+00:00
VHG3993,Day,operations,3,2026-06-05T07:40:54.261158+00:00
VJB1699,Day,operations,1,2026-06-05T07:40:54.261158+00:00
VKM1515,Day,operations,3,2026-06-05T07:40:54.261158+00:00
VKM2376,Day,operations,0,2026-06-05T07:40:54.261158+00:00
VKT2228,Day,operations,0,2026-06-05T07:40:54.261158+00:00
VRB3401,Day,operations,1,2026-06-05T07:40:54.261158+00:00
VTK2978,Day,operations,3,2026-06-05T07:40:54.261158+00:00
VWB0990,Day,operations,1,2026-06-05T07:40:54.261158+00:00
WAH3836,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WAW0422,Day,operations,2,2026-06-05T07:40:54.261158+00:00
WBE0967,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WBL2852,Day,operations,1,2026-06-05T07:40:54.261158+00:00
WDS2197,Day,operations,3,2026-06-05T07:40:54.261158+00:00
WEV2867,Day,operations,3,2026-06-05T07:40:54.261158+00:00
WLR0707,Day,operations,2,2026-06-05T07:40:54.261158+00:00
WMA2016,Day,operations,1,2026-06-05T07:40:54.261158+00:00
WNC0858,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WRJ2184,Day,operations,3,2026-06-05T07:40:54.261158+00:00
WRM2803,Day,operations,3,2026-06-05T07:40:54.261158+00:00
WSC2981,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WUH2238,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WXH2289,Day,operations,0,2026-06-05T07:40:54.261158+00:00
WXM3698,Day,operations,2,2026-06-05T07:40:54.261158+00:00
WYC3397,Day,operations,1,2026-06-05T07:40:54.261158+00:00
WZR3948,Day,operations,2,2026-06-05T07:40:54.261158+00:00
XAB0936,Day,operations,1,2026-06-05T07:40:54.261158+00:00
XAB3746,Day,operations,1,2026-06-05T07:40:54.261158+00:00
XAL2816,Day,operations,1,2026-06-05T07:40:54.261158+00:00
XGB1528,Day,operations,3,2026-06-05T07:40:54.261158+00:00
XKW2303,Day,operations,0,2026-06-05T07:40:54.261158+00:00
XSF3982,Day,operations,1,2026-06-05T07:40:54.261158+00:00
XTB2372,Day,operations,1,2026-06-05T07:40:54.261158+00:00
YHB2355,Day,operations,3,2026-06-05T07:40:54.261158+00:00
YNW2855,Day,operations,3,2026-06-05T07:40:54.261158+00:00
YQB2309,Day,operations,0,2026-06-05T07:40:54.261158+00:00
ZAW3833,Day,operations,2,2026-06-05T07:40:54.261158+00:00
ZDH2905,Day,operations,2,2026-06-05T07:40:54.261158+00:00
ZIR1732,Day,operations,0,2026-06-05T07:40:54.261158+00:00
ZMB3686,Day,operations,2,2026-06-05T07:40:54.261158+00:00
ZNE3451,Day,operations,1,2026-06-05T07:40:54.261158+00:00
ZNG3404,Day,operations,1,2026-06-05T07:40:54.261158+00:00
ZVB2656,Day,operations,2,2026-06-05T07:40:54.261158+00:00
ZVS1637,Day,operations,2,2026-06-05T07:40:54.261158+00:00
ZZO2997,Day,operations,0,2026-06-05T07:40:54.261158+00:00
AAD3030,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
ACW0464,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
ADS2428,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
AFH1757,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
AJS3021,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
AKH0454,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
AKS3496,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
ALC1060,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
ANL3024,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
APC3043,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
APP1054,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
ARC3034,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
AVP3044,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
BBH1056,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
BGB3045,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
BMM0462,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
BOH1751,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
BPD2437,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
BPN3051,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CAC1777,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
CAG2442,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CAG3049,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CAM3050,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CAS3022,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
CBW2427,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
CCB3055,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CCL1770,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
CHB1062,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
CIS3505,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
CJH2411,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
CMB3499,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
CND3037,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
COB0461,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
CSM3502,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
CWH3033,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
CWR0043,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
DDH1041,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
DHS2419,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
DIW1749,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
DJP2420,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
DKD2409,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
DLM2440,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
DMC1766,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
DNS1758,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
DNS1768,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
DXM2433,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
EHD1744,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
EIR1046,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
ENS1748,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
EPI3052,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
EUC1051,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
FDD1052,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
FZB3046,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
GAH1760,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
GCN1743,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
GCP2425,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
GFK3498,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
GKK2422,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
GLC3495,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
GVC0049,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
HBB1759,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
HIA2415,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
HLZ2414,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
HQB3494,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
HTC1750,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
HYF1048,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
IBM1752,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
IDB1059,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
IIW0036,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
IKP1047,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
INL3041,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
JAY3851,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
JBW3852,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
JCB3054,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
JDM1042,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
JFG1049,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
JGN1767,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
JJB0042,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
JPS2432,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
JRR0459,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
JVC2443,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
JYM3047,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
KAC1774,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
KAP2430,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
KBB0460,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
KCC2434,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
KCF0450,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
KEF1057,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
KMB1761,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
KRL0467,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
KSM1772,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
LAH3026,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
LAV1050,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
LBB0453,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
LCS3042,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
LCW0047,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
LEB1764,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
LEC3857,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
LJE2413,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
LMG1061,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
LOP1055,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
LOR1044,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
LRK2426,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
MAB1775,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
MDG2418,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
MEM1745,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
MGG1756,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
MJK0037,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
MJP2421,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
MND1058,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
MTG0463,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
MTS0465,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
NCA3027,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
NFP2441,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
NRE1755,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
NSC3036,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
OHM1030,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
PCS1747,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
PJM3025,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
PLJ1771,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
PRH2431,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
PTO1063,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
QAH0048,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
QGH0041,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
QIT3029,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
QJF3038,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
RCB2424,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
RCF0044,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
REK1037,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
RGP0451,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
RHF0046,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
RIS2436,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
RKW1754,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
RME0448,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
RMO2439,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
RNM0466,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
RSV2438,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
SAB3860,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
SAM3855,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
SBW3023,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
SHM2429,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
SJD3032,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
SLB3039,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
SMO0458,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
SNV2423,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
SSF3031,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
STC3053,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
STR1769,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
SWH1053,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
TAM3048,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
TDW1746,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
TKS3035,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
TNH3028,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
TTP2417,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
TTR0045,Day,it_admin,3,2026-06-05T07:40:54.261158+00:00
TWK1773,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
USF1753,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
WAJ2412,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
WAL0050,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
WBM1045,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
WOV3040,Day,it_admin,1,2026-06-05T07:40:54.261158+00:00
WSA1765,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
WYC2416,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
YKM2435,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
YKW1763,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
ZAP1762,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
ZJS1776,Day,it_admin,2,2026-06-05T07:40:54.261158+00:00
ZTB2410,Day,it_admin,0,2026-06-05T07:40:54.261158+00:00
AAG3799,Day,sales,1,2026-06-05T07:40:54.261158+00:00
AAS3428,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ABD3426,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ABM3772,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ACL2943,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ACM2278,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ADM0923,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ADS2950,Day,sales,1,2026-06-05T07:40:54.261158+00:00
AGW1590,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AHM0959,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AIB3416,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AIJ0383,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AKL1605,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ALP2955,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ALS3440,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AMN0911,Day,sales,3,2026-06-05T07:40:54.261158+00:00
APD0381,Day,sales,0,2026-06-05T07:40:54.261158+00:00
ARH1610,Day,sales,0,2026-06-05T07:40:54.261158+00:00
ARJ0912,Day,sales,0,2026-06-05T07:40:54.261158+00:00
ASP2895,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ATC1587,Day,sales,0,2026-06-05T07:40:54.261158+00:00
AVS2317,Day,sales,3,2026-06-05T07:40:54.261158+00:00
AWB2282,Day,sales,1,2026-06-05T07:40:54.261158+00:00
BAR3420,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BCB0909,Day,sales,1,2026-06-05T07:40:54.261158+00:00
BCO2338,Day,sales,0,2026-06-05T07:40:54.261158+00:00
BCS1604,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BJC3423,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BMS0925,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BNL1652,Day,sales,0,2026-06-05T07:40:54.261158+00:00
BOV1609,Day,sales,0,2026-06-05T07:40:54.261158+00:00
BRR2899,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BRW0963,Day,sales,1,2026-06-05T07:40:54.261158+00:00
BSS2956,Day,sales,1,2026-06-05T07:40:54.261158+00:00
BVB1673,Day,sales,1,2026-06-05T07:40:54.261158+00:00
BWM2339,Day,sales,3,2026-06-05T07:40:54.261158+00:00
BYF3784,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CAR2900,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CBC0952,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CBG2875,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CBH0413,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CBM0410,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CBS0951,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CDB2947,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CDC3413,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CET3786,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CFP3418,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CFS1611,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CHH2272,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CHL3430,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CHS2323,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CHW2893,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CID3774,Day,sales,2,2026-06-05T07:40:54.261158+00:00
CIY1654,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CJH0382,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CJM2961,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CJY2951,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CMH2342,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CMP2946,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CMS2897,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CQS2883,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CRT2273,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CSB1660,Day,sales,1,2026-06-05T07:40:54.261158+00:00
CSG1600,Day,sales,0,2026-06-05T07:40:54.261158+00:00
CTH0915,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CTK0947,Day,sales,3,2026-06-05T07:40:54.261158+00:00
CXK3433,Day,sales,0,2026-06-05T07:40:54.261158+00:00
DAM2954,Day,sales,3,2026-06-05T07:40:54.261158+00:00
DBH1596,Day,sales,3,2026-06-05T07:40:54.261158+00:00
DDF2937,Day,sales,1,2026-06-05T07:40:54.261158+00:00
DEL0913,Day,sales,0,2026-06-05T07:40:54.261158+00:00
DGG3429,Day,sales,1,2026-06-05T07:40:54.261158+00:00
DGN3358,Day,sales,1,2026-06-05T07:40:54.261158+00:00
DHG0962,Day,sales,3,2026-06-05T07:40:54.261158+00:00
DJF2329,Day,sales,1,2026-06-05T07:40:54.261158+00:00
DPC3722,Day,sales,3,2026-06-05T07:40:54.261158+00:00
DTL2891,Day,sales,3,2026-06-05T07:40:54.261158+00:00
EAH1653,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ECS3353,Day,sales,1,2026-06-05T07:40:54.261158+00:00
EEH0965,Day,sales,3,2026-06-05T07:40:54.261158+00:00
EJP2315,Day,sales,0,2026-06-05T07:40:54.261158+00:00
EKS3724,Day,sales,1,2026-06-05T07:40:54.261158+00:00
ENM2269,Day,sales,3,2026-06-05T07:40:54.261158+00:00
ETB0950,Day,sales,1,2026-06-05T07:40:54.261158+00:00
FBD2277,Day,sales,0,2026-06-05T07:40:54.261158+00:00
